Département fédéral de l'intérieur DFI
Office fédéral de météorologie et de climatologie
MétéoSuisse

Date de création: 02.01.2018 / Date de validation: cf. date de création

Valeurs mensuelles Précipitations / millimètre / Normales 1981-2010

Station	Altitude [m]	Coordonnées CH	Période de référence	Jan	Fév	Mar	Avr	Mai	Jun	Jul	Aoû	Sep	Oct	Nov	Dec	Ann.
Ilanz	698	735685 / 181966	01.1981-12.2010	69.3	63.5	66.1	65.0	84.0	94.7	112.2	116.2	96.2	69.5	87.0	67.8	991.5
Illhart	540	720330 / 275760	01.1981-12.2010	59.5	59.5	69.8	79.5	108.3	101.3	102.2	103.0	93.6	81.7	74.7	84.3	1017.4
Innerferrera	1475	753870 / 154070	01.1981-12.2010	51.7	41.2	56.8	90.3	132.8	153.5	147.2	157.4	140.4	99.8	103.8	60.9	1235.8
Innerthal	903	712019 / 218326	01.1981-12.2010	129.2	128.4	162.5	150.3	208.9	264.2	256.5	255.0	190.5	136.6	148.9	153.2	2184.2
Interlaken	577	633019 / 169093	01.1981-12.2010	73.4	69.5	80.3	87.1	120.6	137.5	139.4	143.6	96.3	78.1	83.8	85.9	1195.5
Isenthal	778	685460 / 196110	01.1981-12.2010	99.3	99.9	115.4	112.3	151.9	189.9	208.3	195.0	140.4	103.3	118.8	111.3	1645.8
Jaun	1030	587520 / 162280	01.1981-12.2010	127.2	117.9	133.9	124.3	160.3	177.6	186.8	168.5	140.4	120.0	136.5	151.1	1744.5
Jona	410	706760 / 231290	01.1981-12.2010	74.5	72.8	95.3	101.2	139.2	166.1	167.1	174.6	140.5	94.9	95.0	98.4	1419.6
Jussy	466	508910 / 120364	01.1981-12.2010	64.5	57.8	70.8	74.4	97.6	97.0	76.5	82.1	99.3	99.4	80.9	80.5	980.8
Kaiserstuhl, AG	361	673300 / 269310	01.1981-12.2010	83.1	77.4	79.8	78.5	109.3	109.0	106.1	97.2	91.2	92.0	82.9	97.6	1104.1
Kalchrain	580	709060 / 274350	01.1981-12.2010	57.7	57.6	68.0	74.1	108.3	104.2	103.8	100.4	89.8	77.3	72.0	79.8	993.0
Kandersteg	1178	618313 / 149198	01.1981-12.2010	71.6	67.6	80.7	81.2	119.4	132.3	147.9	142.6	97.5	81.4	83.4	86.8	1192.4
Kiental	930	622110 / 159075	01.1981-12.2010	74.6	73.1	84.7	91.9	120.3	143.1	146.8	152.8	101.0	80.6	76.9	86.4	1232.2
Kiesen	535	610256 / 185527	01.1981-12.2010	51.6	48.5	61.5	76.5	115.7	121.6	126.9	128.2	88.1	71.3	60.4	67.5	1017.8
Kirchberg, SG	695	719712 / 253684	01.1981-12.2010	95.6	87.9	110.6	95.8	135.3	149.8	145.5	138.5	122.3	103.8	100.7	112.6	1398.4
Kleine Scheidegg	2061	639925 / 159425	01.1981-12.2010	108.9	107.6	129.4	130.4	168.9	177.7	179.4	178.7	125.1	110.4	108.2	106.1	1630.8
Klosters	1186	786857 / 193366	01.1981-12.2010	103.7	89.3	106.6	98.9	112.2	161.3	154.9	172.3	119.3	83.7	105.4	101.3	1408.9
Klöntal	855	718775 / 210700	01.1981-12.2010	106.1	108.1	131.7	117.4	168.9	210.9	253.3	250.3	178.2	121.9	131.9	124.4	1903.1
Koppigen	484	612662 / 218664	01.1981-12.2010	70.7	63.5	74.6	77.3	110.1	113.8	104.8	119.9	97.4	89.5	77.3	88.6	1087.5
Kronberg	1645	742873 / 239565	01.1981-12.2010	107.9	103.0	140.6	129.7	175.5	203.2	219.4	208.8	166.4	111.8	116.2	120.3	1802.8
Kurzeneialp	894	630575 / 207010	01.1981-12.2010	104.8	101.1	125.6	132.8	180.2	174.1	172.1	163.7	133.3	118.2	114.8	122.6	1643.3
Küblis	822	778460 / 198471	01.1981-12.2010	77.9	74.3	79.8	67.8	89.5	118.9	134.7	136.0	101.8	69.5	84.3	84.0	1118.5
Küsnacht, ZH	412	686705 / 240573	01.1981-12.2010	72.0	73.6	88.6	88.3	126.0	141.8	134.0	131.8	105.2	88.7	86.2	93.2	1229.4
Küssnacht am Rigi	502	675328 / 216760	01.1981-12.2010	60.5	63.1	85.8	99.6	144.9	167.8	170.6	173.8	119.8	84.9	83.6	82.8	1337.2
L' Auberson	1096	523852 / 186295	01.1981-12.2010	150.9	138.6	135.5	123.3	155.0	143.8	132.6	136.5	142.0	150.5	148.7	167.1	1724.5
L'Abergement	645	527540 / 178770	01.1981-12.2010	117.7	108.9	104.4	95.6	117.2	105.1	94.4	100.6	104.4	115.4	117.4	136.4	1317.5
La Brévine	1050	536982 / 203974	01.1981-12.2010	144.5	128.1	132.0	116.0	140.8	134.0	130.7	124.8	127.3	130.5	133.6	154.3	1596.6
La Chaux-de-Fonds	1017	550919 / 214861	01.1981-12.2010	107.2	99.2	110.7	98.5	140.9	123.6	125.8	136.4	128.3	123.0	120.1	127.7	1441.4
La Cure	1185	495298 / 146347	01.1981-12.2010	172.0	147.4	151.6	140.1	171.7	154.7	139.9	138.6	149.9	166.9	169.7	192.1	1894.6
La Dôle	1669	497061 / 142362	01.1981-12.2010	174.8	149.0	159.7	127.9	155.3	147.8	137.3	136.6	153.7	181.2	169.0	195.4	1887.7
La Valsainte	1044	580090 / 166314	01.1981-12.2010	108.5	108.0	126.0	132.7	172.1	175.2	169.8	177.9	136.9	126.3	118.8	128.8	1681.0
Lachen / Eggen	930	762030 / 255900	01.1981-12.2010	85.4	80.4	109.2	113.6	149.9	177.8	191.4	177.3	143.7	105.8	111.4	107.4	1553.3
Lachen / Galgenen	468	707637 / 226334	01.1981-12.2010	79.8	79.9	105.3	107.3	145.7	183.4	178.5	181.6	139.6	101.3	96.4	105.3	1504.1
Landquart	537	762680 / 203710	01.1981-12.2010	71.6	71.5	87.3	69.2	87.1	108.7	119.8	129.5	96.1	65.1	87.2	79.6	1072.7
Langenbruck	731	624250 / 244720	01.1981-12.2010	94.1	90.8	99.5	94.1	135.5	126.5	142.7	128.4	106.3	104.9	107.7	111.3	1341.8
Langnau am Albis	579	682205 / 237810	01.1981-12.2010	77.6	76.3	96.9	111.0	145.7	161.5	156.6	149.0	115.8	96.0	99.6	99.9	1385.9
Langnau i.E.	745	628005 / 198792	01.1981-12.2010	79.9	76.8	93.8	101.2	153.8	162.6	155.3	153.5	118.0	97.1	88.9	95.5	1376.4
Laufen	404	606652 / 251464	01.1981-12.2010	66.6	65.1	74.6	82.0	115.1	102.5	107.4	96.6	91.8	86.7	77.4	84.5	1050.3
Laufenburg	329	646357 / 266514	01.1981-12.2010	96.6	83.6	91.5	83.9	108.0	102.4	102.5	100.1	88.5	97.3	96.2	115.5	1166.1
Laupen	483	584946 / 196242	01.1981-12.2010	59.0	56.4	70.9	78.4	105.5	103.9	101.4	108.7	98.2	91.4	73.2	76.9	1023.9
Lausanne	601	538976 / 153256	01.1981-12.2010	83.3	71.2	78.9	87.8	119.0	110.1	97.9	110.2	112.2	115.5	96.6	98.4	1181.1
Lauterbrunnen	815	635851 / 160291	01.1981-12.2010	84.8	78.6	81.2	84.8	114.1	132.9	144.2	142.8	93.4	78.3	84.3	88.0	1207.4
Le Locle	920	547260 / 211730	01.1981-12.2010	131.2	119.8	120.7	110.5	141.1	128.0	125.9	127.4	126.2	121.6	129.2	149.4	1531.0
Le Moléson	1974	567723 / 155072	01.1981-12.2010	38.5	44.1	56.7	67.4	105.3	103.2	112.2	124.4	95.0	74.3	54.8	52.8	928.7
Leibstadt	341	656379 / 272111	01.1981-12.2010	95.0	80.4	84.6	70.8	94.1	84.1	89.8	86.3	77.8	90.5	85.3	106.2	1044.9
Lenzerheide	1400	761860 / 175890	01.1981-12.2010	63.3	56.6	65.1	66.6	97.9	123.2	127.8	141.7	106.2	67.8	77.0	65.8	1059.0
Les Avants	1036	561880 / 145178	01.1981-12.2010	122.8	109.4	130.8	139.1	176.3	181.4	164.5	180.5	153.5	138.1	130.3	132.1	1758.8
Les Bioux	1025	509820 / 163450	01.1981-12.2010	171.5	155.1	154.9	124.5	147.2	136.1	126.7	125.6	130.4	157.9	162.2	188.6	1780.7
Les Brenets	907	544675 / 213685	01.1981-12.2010	127.4	115.9	119.5	107.1	143.0	123.9	129.8	137.6	131.0	124.7	127.2	145.7	1532.8
Les Charbonnières	1045	513821 / 169387	01.1981-12.2010	155.2	138.5	142.0	121.6	147.4	132.7	121.4	127.9	130.0	151.4	151.5	172.3	1691.9
Les Diablerets	1191	579038 / 132867	01.1981-12.2010	137.7	124.4	121.8	108.3	141.9	152.4	155.7	150.9	116.1	116.5	123.3	143.6	1592.6
Les Marécottes	990	567375 / 107577	01.1981-12.2010	135.1	121.8	116.7	88.0	95.8	104.4	103.8	113.5	84.9	113.9	111.6	152.8	1342.3
Les Ponts-de-Martel	1052	545887 / 205407	01.1981-12.2010	134.6	118.8	127.4	112.7	140.5	127.6	128.6	126.4	122.0	130.0	129.2	153.9	1551.7
Leukerbad	1286	614083 / 135090	01.1981-12.2010	120.0	112.7	98.0	69.0	94.5	103.5	102.2	116.4	81.6	91.4	99.8	131.5	1220.6
Linthal / Tierfehd	810	717770 / 193170	01.1981-12.2010	126.4	122.0	143.0	129.0	153.9	173.2	195.6	198.8	162.8	118.2	146.3	133.0	1802.2
Locarno / Monti	366	704160 / 114350	01.1981-12.2010	70.7	58.7	95.7	186.2	220.7	198.4	178.2	209.5	236.1	189.9	162.3	90.2	1896.6
Lohn, SH	585	692910 / 289775	01.1981-12.2010	72.4	64.0	69.0	66.9	91.1	90.8	91.8	88.3	72.0	79.8	66.5	91.0	943.6
Longirod	900	509387 / 150106	01.1981-12.2010	111.7	99.2	96.1	88.9	113.5	100.1	93.0	103.4	110.2	127.8	117.6	131.9	1293.4
Lorzentobel	536	684590 / 226110	01.1981-12.2010	68.3	72.2	95.8	114.3	158.1	178.6	183.8	178.4	136.6	101.5	95.6	98.2	1481.4
Lugano	273	717874 / 95884	01.1981-12.2010	66.2	52.3	79.7	155.9	196.1	164.1	153.2	158.5	184.8	141.5	126.8	79.9	1559.0
Lungern	740	655275 / 181800	01.1981-12.2010	123.7	115.2	115.6	101.0	138.6	164.3	166.6	170.0	112.4	97.1	112.9	126.5	1543.9
Luthern	767	636465 / 212020	01.1981-12.2010	100.9	96.7	114.9	113.7	150.8	153.7	146.6	149.2	116.6	110.6	103.2	121.3	1478.2
Luzern	454	665540 / 209848	01.1981-12.2010	51.1	53.6	74.0	88.1	128.3	153.7	150.6	146.4	107.2	75.6	72.6	71.5	1172.7
Madiswil	542	627198 / 223330	01.1981-12.2010	82.6	77.1	90.1	86.8	112.0	117.6	121.4	117.7	99.2	93.9	84.3	100.0	1182.7
Magadino / Cadenazzo	203	715480 / 113162	01.1981-12.2010	70.0	58.7	91.2	188.3	227.3	185.9	164.0	178.2	219.6	186.1	173.3	89.4	1832.0
Magglingen	883	583037 / 221115	01.1981-12.2010	126.6	108.3	118.3	96.5	118.0	117.1	110.9	117.6	107.2	126.0	115.0	143.9	1405.4
Malbun	1610	764704 / 219182	01.1981-12.2010	96.7	94.4	129.8	111.4	140.7	193.0	218.2	216.2	162.6	106.9	106.3	109.8	1686.0
Marbach, LU	864	635347 / 189680	01.1981-12.2010	112.7	105.9	126.3	133.6	185.6	204.0	204.0	188.7	139.7	119.7	119.8	128.2	1768.2
Marsens	714	571758 / 167317	01.1981-12.2010	79.5	77.1	90.7	98.0	132.4	129.1	113.7	129.7	105.6	107.5	90.9	94.3	1248.5
Martigny	461	570920 / 106546	01.1981-12.2010	79.7	74.3	66.5	57.6	63.6	71.8	69.4	79.2	58.8	70.5	69.5	94.0	854.9
Martina	1041	830464 / 196986	01.1981-12.2010	44.6	41.8	44.8	36.1	64.1	77.5	101.0	104.7	58.1	55.3	57.4	47.0	732.4
Meiringen	588	655844 / 175930	01.1981-12.2010	89.2	84.3	99.6	94.2	138.1	152.7	155.1	168.5	109.3	87.8	98.5	97.4	1374.7
Merishausen	525	687800 / 290270	01.1981-12.2010	81.3	71.0	76.4	71.2	98.7	95.4	100.7	94.1	69.6	80.3	68.5	99.0	1006.2
Mervelier	540	603884 / 243975	01.1981-12.2010	77.6	75.0	90.8	97.3	133.4	120.2	124.2	117.6	102.7	96.9	90.4	94.7	1220.8
Mesocco	830	737850 / 139825	01.1981-12.2010	66.9	49.5	76.3	131.5	178.0	171.5	161.4	163.2	166.7	138.8	129.3	80.4	1513.5
Mogelsberg	766	728219 / 247007	01.1981-12.2010	76.1	74.6	101.0	94.9	141.0	153.5	169.7	156.0	130.5	88.6	88.4	90.8	1365.1
Monstein	1633	778426 / 176003	01.1981-12.2010	61.2	55.6	60.2	63.3	92.0	121.7	129.2	137.3	94.8	69.5	80.0	64.3	1029.1
Montagne du Droit	1170	561830 / 222150	01.1981-12.2010	127.7	117.8	125.3	118.7	153.7	145.9	132.0	149.1	141.2	143.0	133.7	149.9	1638.0
Montagnier, Bagnes	839	583492 / 102189	01.1981-12.2010	76.9	62.7	64.5	61.0	76.5	76.7	75.9	78.8	62.6	69.0	66.8	80.9	852.3
Montana	1427	601706 / 127482	01.1981-12.2010	64.2	52.8	46.6	40.0	58.0	62.3	63.4	70.5	48.4	54.5	57.0	74.4	692.1
Montenol	692	578420 / 244825	01.1981-12.2010	83.0	78.0	90.3	93.4	138.7	110.8	111.5	118.3	104.3	100.5	96.9	105.6	1231.3
Morbio Superiore	440	722750 / 80075	01.1981-12.2010	78.0	65.2	87.3	162.8	196.7	149.7	134.8	150.9	175.0	158.5	157.6	94.2	1610.7
Morges	374	528774 / 152105	01.1981-12.2010	83.4	75.1	78.4	74.7	100.0	90.1	83.4	87.1	91.2	105.7	87.2	99.9	1056.2
Morgins	1340	554720 / 120680	01.1981-12.2010	153.4	134.7	142.3	119.8	159.1	181.4	171.0	165.1	145.0	152.8	142.1	176.5	1843.2
Mormont	535	569727 / 254223	01.1981-12.2010	84.9	82.7	96.3	86.7	119.0	93.6	96.9	102.3	96.2	102.8	96.4	109.5	1167.3
Mosen	453	660128 / 232851	01.1981-12.2010	64.9	63.7	75.8	73.9	116.2	120.5	116.5	119.2	90.3	83.9	71.8	80.8	1077.5
Mosogno	771	692803 / 117050	01.1981-12.2010	79.4	70.2	103.3	220.7	247.8	185.9	159.3	211.2	291.4	227.5	191.9	94.9	2083.5
Mottec	1580	614325 / 110730	01.1981-12.2010	61.0	56.0	63.7	59.2	87.5	90.7	82.5	90.3	63.4	67.3	62.6	66.0	850.2
Moudon	561	551320 / 169590	01.1981-12.2010	79.9	71.2	82.2	81.0	109.8	100.8	96.4	105.7	97.3	106.3	85.3	97.5	1113.4
Moutier	579	594939 / 235698	01.1981-12.2010	79.0	75.0	83.9	83.6	112.1	104.3	107.9	106.4	95.6	91.6	83.0	95.7	1118.1
Muri, AG	577	667276 / 235323	01.1981-12.2010	70.7	69.9	83.9	89.3	131.9	134.0	128.6	128.8	97.3	87.3	83.4	91.6	1196.7
Murten	433	576991 / 199048	01.1981-12.2010	66.1	61.6	73.6	74.5	96.3	96.4	93.8	101.8	91.1	92.6	75.8	84.3	1007.9
Möhlin	344	633053 / 269147	01.1981-12.2010	69.4	68.6	79.6	82.3	110.0	102.2	102.5	97.4	94.8	92.4	84.0	97.7	1080.9
Mühleberg	479	587788 / 202478	01.1981-12.2010	58.7	55.1	68.3	75.4	107.3	110.7	102.2	109.4	93.6	89.6	73.3	77.6	1021.2
Mülligen	367	660530 / 256440	01.1981-12.2010	74.2	70.2	78.1	77.5	105.4	107.2	105.6	99.2	83.3	86.7	81.4	89.3	1058.1
Mürren	1645	634700 / 156410	01.1981-12.2010	109.7	95.7	110.4	113.5	145.2	155.4	171.9	165.9	116.0	94.4	102.5	108.9	1489.5
Müstair	1248	831185 / 169358	01.1981-12.2010	26.3	21.7	33.7	48.9	70.2	77.7	94.2	86.3	64.5	71.0	62.4	39.2	696.1
Napf	1403	638133 / 206079	01.1981-12.2010	104.2	102.3	128.1	125.8	190.8	189.5	188.0	182.5	142.4	117.4	112.0	124.7	1707.7
Nesselboden	1055	605295 / 232697	01.1981-12.2010	154.8	144.4	148.5	123.4	148.4	141.4	137.4	153.5	129.4	138.9	139.9	176.7	1736.7
Neuchâtel	485	563087 / 205560	01.1981-12.2010	69.8	63.1	69.0	67.8	88.1	87.0	84.6	103.4	92.9	88.6	74.5	88.7	977.5
Niederneunforn	440	700860 / 272510	01.1981-12.2010	54.3	52.9	60.6	68.4	95.3	95.2	94.7	94.4	80.9	71.9	65.2	72.6	906.4
Nyon / Changins	455	506880 / 139573	01.1981-12.2010	83.6	72.8	69.8	67.0	86.2	82.7	77.5	77.7	91.8	102.1	91.2	96.1	998.5
Oberiberg	1075	701841 / 210464	01.1981-12.2010	129.2	129.9	160.3	134.6	180.2	226.1	242.9	229.7	172.9	124.8	143.1	149.2	2022.9
Obstalden	689	730891 / 219537	01.1981-12.2010	100.3	98.8	123.7	109.5	142.7	179.5	198.8	196.0	143.4	107.8	120.4	125.6	1646.5
Olivone	958	715465 / 154865	01.1981-12.2010	70.9	58.4	75.2	129.5	163.4	141.3	139.6	161.9	150.2	134.5	126.2	84.2	1435.3
Opfikon	424	684614 / 254698	01.1981-12.2010	76.5	73.6	86.5	88.3	127.2	121.9	119.8	118.3	98.8	91.3	88.8	96.9	1187.9
Orbe	437	531550 / 176420	01.1981-12.2010	64.8	58.0	58.4	60.0	82.5	84.1	79.5	82.2	82.0	81.9	70.2	79.0	882.6
Orsières	929	577022 / 96695	01.1981-12.2010	67.7	55.0	59.1	54.3	71.3	70.9	71.7	72.0	61.0	69.2	61.3	72.3	785.8
Orzens	623	542135 / 174815	01.1981-12.2010	67.9	55.6	66.1	70.5	93.9	89.9	85.1	95.4	90.9	90.5	77.2	79.5	962.5
Otelfingen	435	671520 / 257080	01.1981-12.2010	76.7	69.8	83.2	82.6	113.4	113.3	115.1	102.1	91.0	89.0	84.5	93.4	1114.1
Passo del Bernina	2260	798422 / 143020	01.1981-12.2010	108.5	82.7	109.9	164.6	174.9	159.9	146.1	149.1	152.2	178.0	186.9	125.1	1737.9
Payerne	490	562127 / 184612	01.1981-12.2010	52.7	46.9	60.4	67.9	90.2	90.4	87.5	95.2	84.3	86.1	63.6	65.5	890.7
Payerne / Ville	448	561615 / 187040	01.1981-12.2010	60.8	54.8	66.9	71.6	89.4	92.1	87.0	98.1	85.1	91.7	67.7	75.3	940.5
Pfäffikon, ZH	540	700555 / 246928	01.1981-12.2010	67.9	68.5	85.1	94.7	125.6	137.2	135.3	134.3	111.9	88.6	85.9	87.9	1222.9
Pigniu	1325	727950 / 185715	01.1981-12.2010	80.1	73.0	79.7	73.2	98.4	110.8	121.3	136.2	112.3	82.2	97.2	83.6	1148.0
Pilatus	2106	661910 / 203410	01.1981-12.2010	201.5	195.0	207.2	208.4	162.3	168.8	163.3	172.4	124.0	106.3	162.6	208.8	2080.6
Piotta	990	695888 / 152261	01.1981-12.2010	73.9	61.0	79.9	133.2	170.5	143.6	132.4	142.0	161.6	148.8	130.2	79.5	1456.6
Piz Corvatsch	3302	783151 / 143522	01.1981-12.2010	78.6	73.2	81.1	102.5	142.8	150.3	143.3	130.6	97.3	96.7	111.9	86.5	1294.8
Plaffeien	1042	586808 / 177400	01.1981-12.2010	61.1	54.0	76.7	90.2	148.6	147.0	141.8	152.0	120.9	105.5	76.5	78.4	1252.7
Pleigne	738	587683 / 251978	01.1981-12.2010	83.7	80.5	96.6	97.4	133.3	112.2	109.1	108.6	100.4	103.8	100.0	106.9	1232.5
Ponte Tresa	274	710110 / 91630	01.1981-12.2010	72.9	62.6	93.8	184.0	232.6	173.8	168.1	167.4	212.4	188.3	169.2	85.7	1810.8
Pontresina	1774	788643 / 151847	01.1981-12.2010	36.7	27.1	36.7	51.8	86.3	95.6	94.3	98.0	79.3	78.4	79.4	44.9	808.5
Poschiavo / Robbia	1078	801850 / 136180	01.1981-12.2010	47.9	32.9	50.0	80.7	112.9	109.2	111.8	110.0	106.9	118.8	103.6	72.1	1056.8
Pully	455	540811 / 151514	01.1981-12.2010	77.1	66.7	77.9	86.8	116.8	112.3	92.3	110.0	114.3	113.3	92.9	92.2	1152.6
Punt la Drossa	1713	810566 / 170638	01.1981-12.2010	47.6	38.4	45.6	56.8	89.0	93.5	104.9	109.1	73.1	83.1	82.9	54.9	878.9
Reigoldswil	602	617700 / 249870	01.1981-12.2010	80.3	76.4	91.1	101.9	131.6	119.2	128.2	110.9	103.2	97.8	90.7	102.2	1233.5
Rempen	650	710610 / 221850	01.1981-12.2010	103.0	106.8	136.7	128.0	170.9	214.9	212.8	210.7	164.2	118.9	125.7	131.0	1823.6
Ricken	785	721600 / 236075	01.1981-12.2010	114.2	113.1	145.3	140.4	177.8	204.7	208.6	207.9	168.9	123.4	134.1	138.0	1876.4
Riedholz / Wallierhof	518	609394 / 231491	01.1981-12.2010	118.5	107.7	103.9	90.0	121.8	112.4	121.5	138.9	108.2	116.1	110.4	138.1	1387.5
Riehen	260	613930 / 269300	01.1981-12.2010	46.6	44.6	52.2	62.2	95.5	87.0	82.7	77.1	73.4	71.2	59.3	66.6	818.4
Riex	461	546080 / 149410	01.1981-12.2010	91.3	79.4	90.6	96.6	122.8	124.2	104.2	124.0	120.6	116.5	104.2	104.0	1278.4
Robièi	1896	682588 / 144091	01.1981-12.2010	144.6	130.8	161.9	270.8	291.2	194.2	161.2	186.9	255.4	264.6	211.8	146.4	2419.8
Romont	692	561476 / 172622	01.1981-12.2010	78.9	71.8	87.8	94.2	120.5	122.8	109.4	123.2	104.9	109.2	90.0	95.9	1208.6
Rothenbrunnen	622	751220 / 181300	01.1981-12.2010	50.3	45.9	57.0	55.8	79.5	93.5	113.7	112.3	88.8	61.9	73.2	56.0	887.9
Rünenberg	611	633246 / 253846	01.1981-12.2010	52.6	52.4	65.7	77.5	116.7	104.7	112.7	107.7	93.7	81.9	71.4	72.0	1009.0
S. Bernardino	1638	734112 / 147296	01.1981-12.2010	77.8	54.8	83.0	148.8	189.3	164.4	164.3	168.4	175.9	159.7	142.8	92.5	1621.7
Saas Fee	1796	638236 / 106762	01.1981-12.2010	51.9	44.3	61.5	84.3	110.3	78.0	56.5	67.7	78.7	95.3	83.3	56.6	868.4
Safien Platz	1296	743556 / 171437	01.1981-12.2010	60.4	52.2	63.1	71.5	99.8	120.3	133.9	138.2	111.6	76.9	83.3	59.6	1070.8
Saignelégier	883	565379 / 234076	01.1981-12.2010	128.7	120.1	122.8	111.3	155.6	126.2	129.5	135.2	126.1	128.3	126.3	144.8	1554.9
Salen-Reutenen	718	719099 / 279047	01.1981-12.2010	56.3	53.7	67.8	75.7	104.6	106.0	106.1	105.0	88.5	78.1	66.1	77.7	985.6
Salez / Saxerriet	436	755558 / 233374	01.1981-12.2010	67.5	65.7	86.9	78.6	110.2	132.6	162.5	161.7	119.8	76.4	85.1	81.9	1228.9
Samedan	1708	787250 / 155685	01.1981-12.2010	28.2	20.4	26.4	39.3	77.7	90.1	92.7	99.1	73.3	68.1	61.4	36.4	713.1
Sangernboden	1035	593220 / 173905	01.1981-12.2010	92.0	92.0	108.1	118.4	162.2	178.4	171.4	165.0	133.9	115.6	101.0	112.7	1550.7
Sargans	590	752046 / 213364	01.1981-12.2010	90.6	86.8	110.4	89.7	108.5	133.0	147.8	160.8	120.5	81.4	102.3	102.6	1334.4
Sarnen	475	661580 / 193690	01.1981-12.2010	60.6	59.8	73.0	82.7	122.9	152.4	149.2	156.7	102.0	77.4	72.8	72.7	1182.2
Sattel, SZ	790	690999 / 215145	01.1981-12.2010	103.3	99.8	133.5	132.4	172.5	213.0	218.5	214.4	159.1	116.6	126.9	125.0	1815.0
Savognin	1172	765387 / 162663	01.1981-12.2010	46.1	39.2	50.0	63.3	86.9	110.0	115.3	117.8	94.1	71.7	79.2	54.3	927.9
Schaan	444	755510 / 228260	01.1981-12.2010	61.5	57.9	75.3	66.4	96.3	123.8	142.6	151.4	110.0	70.2	74.6	70.3	1100.3
Schaffhausen	438	688698 / 282796	01.1981-12.2010	66.4	59.1	65.1	63.8	87.8	92.3	94.7	85.8	72.4	76.9	63.5	78.8	906.6
Schleitheim	499	678225 / 288730	01.1981-12.2010	72.0	61.1	62.8	65.4	89.4	89.2	91.7	78.7	67.9	77.4	60.8	84.1	900.5
Schwarzenburg	806	593150 / 184720	01.1981-12.2010	68.6	66.8	89.4	100.0	153.8	143.0	141.2	139.0	116.6	103.8	86.3	87.1	1295.6
Schwarzenegg	902	621687 / 183860	01.1981-12.2010	62.5	60.1	78.2	91.4	141.7	159.6	157.1	159.2	113.9	84.2	79.1	73.8	1260.8
Schwyz	479	691646 / 208412	01.1981-12.2010	96.4	101.2	131.4	122.1	163.3	190.3	207.1	207.9	147.4	107.7	122.1	120.6	1717.5
Schwägalp	1348	742180 / 235650	01.1981-12.2010	173.5	169.9	218.0	188.3	233.6	262.0	280.2	271.5	223.3	165.6	183.6	185.5	2555.0
Schänis	415	719940 / 225580	01.1981-12.2010	84.3	85.0	114.4	123.2	161.6	202.5	209.4	210.0	162.6	111.1	113.5	113.2	1690.8
Scudellate	925	724175 / 86850	01.1981-12.2010	58.5	46.8	70.2	148.0	174.3	140.0	113.7	130.1	152.8	132.9	121.3	71.9	1360.5
Scuol	1303	817135 / 186393	01.1981-12.2010	36.6	33.2	35.8	37.2	62.2	79.3	91.2	102.4	61.5	62.6	61.0	43.3	706.3
Sedrun	1429	699974 / 169845	01.1981-12.2010	97.3	85.8	90.8	90.6	122.3	112.8	119.4	135.3	125.0	94.0	119.0	90.2	1282.5
Seengen	445	656680 / 242110	01.1981-12.2010	78.4	74.1	83.5	81.1	117.3	114.1	114.0	110.9	92.0	87.3	81.0	92.6	1126.3
Segl-Maria	1804	778575 / 144976	01.1981-12.2010	47.7	35.7	51.1	70.0	104.9	113.6	114.3	124.0	101.1	95.2	92.0	61.0	1010.6
Sempach	532	657433 / 220760	01.1981-12.2010	60.1	57.6	74.6	82.0	129.2	135.9	132.7	131.9	99.1	78.5	69.1	75.0	1125.7
Semsales	873	561110 / 158430	01.1981-12.2010	106.7	99.0	113.3	113.7	149.9	145.1	129.3	139.3	132.7	135.8	115.1	126.2	1506.1
Sevelen	457	755605 / 221302	01.1981-12.2010	75.7	76.1	95.7	78.5	111.3	146.9	174.1	170.8	128.0	83.9	92.2	87.7	1320.9
Siebnen	452	710821 / 225538	01.1981-12.2010	82.3	84.6	107.8	107.0	150.6	188.0	191.1	193.4	144.0	102.7	102.5	108.3	1562.3
Sierre	536	609138 / 127458	01.1981-12.2010	66.6	54.6	50.5	40.8	51.7	56.0	53.0	61.8	45.2	57.6	60.0	74.3	672.1
Sihlbrugg	549	686318 / 230586	01.1981-12.2010	68.7	72.1	91.0	107.7	146.1	172.1	165.0	161.6	128.8	94.9	92.4	95.0	1395.4
Simplon-Dorf	1465	647683 / 116340	01.1981-12.2010	66.1	56.3	75.2	141.6	168.3	105.1	74.6	85.3	120.4	149.9	127.8	81.8	1252.4
Sion	482	591630 / 118575	01.1981-12.2010	50.9	46.6	42.0	35.3	48.7	54.0	57.8	57.2	43.8	51.5	51.5	64.0	603.3
Sissach	380	627500 / 257130	01.1981-12.2010	61.2	59.1	71.9	76.3	111.7	103.6	107.7	102.3	94.3	82.6	73.8	80.7	1025.2
Soglio	1086	761393 / 134474	01.1981-12.2010	55.3	41.6	69.0	129.3	167.1	160.6	149.7	158.9	157.5	141.0	130.0	72.0	1432.0
Sonogno	912	703822 / 134052	01.1981-12.2010	85.6	79.1	100.9	202.1	243.4	204.4	204.0	231.1	267.5	226.9	184.2	104.9	2134.1
Splügen	1460	744420 / 157435	01.1981-12.2010	68.9	52.7	74.7	116.8	146.8	144.8	154.4	160.1	154.5	127.7	130.7	73.4	1405.5
